category	source_file	line	code_span
brace-placeholder	docs/templates/EPIC.md	45	docs/issues/open/{number}-{slug}/ISSUE.md
brace-placeholder	docs/templates/EPIC.md	46	docs/issues/open/{number}-{slug}/ISSUE.md
ellipsis-placeholder	docs/templates/EPIC.md	122	docs/adrs/...
ellipsis-placeholder	docs/templates/ISSUE.md	48	docs/adrs/...
brace-placeholder	docs/templates/ISSUE.md	109	docs/issues/drafts/{short-description}/ISSUE.md
ellipsis-placeholder	docs/templates/ISSUE.md	224	docs/adrs/...
angle-placeholder	docs/templates/README.md	20	packages/<package>/docs/adrs/
angle-placeholder	docs/templates/README.md	28	docs/pr-reviews/pr-<number>-review.md
directory-reference	docs/templates/SECURITY-ANALYSIS.md	15	docs/security/analysis/affecting/
directory-reference	packages/AGENTS.md	67	src/databases/driver/
directory-reference	packages/AGENTS.md	86	src/v2_0_0/
angle-placeholder	packages/AGENTS.md	120	packages/<new-package>/
directory-reference	packages/configuration/AGENTS.md	8	src/v3_0_0/
directory-reference	packages/configuration/AGENTS.md	8	src/v2_0_0/
rust-source-example	packages/configuration/AGENTS.md	46	src/v3_0_0/public_url.rs
historical-legacy-issue-path	packages/tracker-core/docs/benchmarking/README.md	21	docs/issues/1710-1525-03-persistence-benchmarking.md
historical-legacy-issue-path	packages/tracker-core/docs/benchmarking/README.md	35	docs/issues/1717-1525-05-migrate-sqlite-and-mysql-to-sqlx.md
historical-legacy-issue-path	packages/tracker-core/docs/benchmarking/README.md	49	docs/issues/1723-1525-08-add-postgresql-driver.md
angle-placeholder	packages/tracker-core/docs/benchmarking/README.md	80	packages/tracker-core/docs/benchmarking/machine/YYYY-MM-DD-<host>.txt
historical-legacy-issue-path	packages/tracker-core/docs/benchmarking/README.md	92	docs/issues/1717-1525-05-migrate-sqlite-and-mysql-to-sqlx.md
historical-legacy-issue-path	packages/tracker-core/docs/benchmarking/README.md	95	docs/issues/1723-1525-08-add-postgresql-driver.md
historical-legacy-issue-path	packages/tracker-core/docs/benchmarking/runs/2026-04-28/REPORT.md	5	docs/issues/1710-1525-03-persistence-benchmarking.md
historical-legacy-issue-path	packages/tracker-core/docs/benchmarking/runs/2026-04-28/REPORT.md	64	docs/issues/1525-05-migrate-sqlite-and-mysql-to-sqlx.md
historical-legacy-issue-path	packages/tracker-core/docs/benchmarking/runs/2026-04-30/REPORT.md	6	docs/issues/1717-1525-05-migrate-sqlite-and-mysql-to-sqlx.md
rust-source-example	packages/tracker-core/docs/benchmarking/runs/2026-04-30/REPORT.md	111	packages/tracker-core/src/bin/persistence_benchmark/driver_bench/database/mysql.rs
historical-legacy-issue-path	packages/tracker-core/docs/benchmarking/runs/2026-05-01/REPORT.md	6	docs/issues/1723-1525-08-add-postgresql-driver.md
rust-source-example	src/AGENTS.md	103	src/bootstrap/jobs/new_service.rs
glob-pattern	tests/AGENTS.md	36	packages/*/tests/
directory-reference	tests/AGENTS.md	39	packages/http-protocol/tests/
directory-reference	tests/AGENTS.md	39	packages/udp-protocol/tests/
directory-reference	tests/AGENTS.md	41	packages/swarm-coordination-registry/tests/
